ID Cliente;Nome Completo;CPF;E-mail;Estado;Data Nascimento;Telefone;Última Compra;Valor Compra;Status Cliente;registros_duplicados;email_valido;Telefone_valido;cpf_valido;data_nascimento_valida;ultima_compra_valida
1621;Kevin Costela;53167809493;vsilva@rocha.com;BA;26/06/1993;(21) 9548-4057;2025-08-03;4597,82;Inativo;False;False;True;True;True;True
1622;Maria Mendes;95281476076;almeidasofia@gmail.com;RS;11/01/1978;(11) 7490-7603;2024-09-16;968,31;Ativo;False;True;True;True;True;True
1623;Júlia Sales;92657843000;vjesus@da.com;RJ;13/10/1982;nan;2025-01-28;4429,7;Bloqueado;False;False;False;True;True;True
1624;Noah Castro;38271095668;thomasda-rocha@gmail.com;GO;01/10/1977;(81) 2957-6645;2025-08-09;2603,03;Ativo;False;True;True;True;True;True
1625;Lucca Rezende;20496537865;manuela81@ig.com.br;PA;01/04/1977;(51) 4304-3269;2025-06-18;1342,84;Ativo;False;True;True;True;True;True
1626;Augusto Viana;24690581711;mendesjuliana@da.br;RS;24/01/1951;(84) 9794-6899;2025-02-10;2278,79;Bloqueado;False;False;True;True;True;True
1627;Emilly Barbosa;79428653047;costelathales@da.br;PE;01/03/1963;nan;2024-11-04;335,34;Bloqueado;False;False;False;True;True;True
1628;Gustavo Correia;36279184013;rebeca82@gmail.com;PR;29/03/1951;(41) 1429-6608;2024-09-15;165,75;Ativo;False;True;True;True;True;True
1629;Isabelly Almeida;75923086140;enzoalmeida@alves.org;PE;23/07/1949;(11) 8549-1209;2025-05-19;4001,03;Bloqueado;False;False;True;True;True;True
1630;Eduardo Ramos;nan;marcelo30@nascimento.net;GO;20/05/1955;(21) 0178-0579;2025-07-18;1831,19;Ativo;False;False;True;False;True;True
1631;Júlia Pinto;97402538141;vda-paz@bol.com.br;MG;03/05/1958;nan;2025-01-27;2325,88;Bloqueado;False;True;False;True;True;True
1632;João Miguel Moura;87105293497;vitorribeiro@novaes.com;PE;02/08/1947;(21) 3189-9794;2025-01-14;4057,6;Inativo;False;False;True;True;True;True
1633;Davi Rodrigues;89247531004;inunes@fernandes.br;DF;19/05/1966;(84) 2643-1295;2025-05-30;888,17;Ativo;False;False;True;True;True;True
1634;Vicente Pinto;98572301640;yuri74@fogaca.com;PE;04/06/1963;(71) 7671-4426;2024-08-10;3545,43;Inativo;False;False;True;True;True;True
1635;Stephany Ribeiro;93504726865;gsilva@ferreira.net;RJ;20/03/1979;(81) 8099-8844;2025-01-13;690,89;Inativo;True;False;True;True;True;True
1636;Stella Cunha;71859302602;silveirastella@hotmail.com;AP;31/05/1972;(81) 2094-2536;2024-09-24;3040,77;Bloqueado;True;True;True;True;True;True
1637;Laís Fernandes;03972618450;antoniorodrigues@yahoo.com.br;AM;22/08/1974;(51) 1974-6627;2024-11-08;1873,52;Bloqueado;False;True;True;True;True;True
1638;Guilherme Sales;96427153846;xda-rosa@jesus.br;RO;25/05/1970;(11) 8603-6666;2024-09-06;221,38;Ativo;False;False;True;True;True;True
1639;Gustavo Carvalho;14897635209;cunhalivia@porto.org;PA;28/08/1965;(31) 2808-1658;2024-12-09;350,71;Ativo;False;False;True;True;True;True
1640;Rafael Monteiro;50812743644;ana-carolinamoura@gomes.br;RR;17/12/1982;(11) 0092-6732;2025-04-10;4635,77;Bloqueado;False;False;True;True;True;True
1641;Anthony Caldeira;32946857182;caua79@nunes.com;RR;25/09/1989;(71) 9827-9359;2025-03-07;4119,78;Ativo;False;False;True;True;True;True
1642;Anthony Da Luz;27809163540;ananovaes@moura.org;PA;07/03/1995;nan;2025-05-11;3173,79;Bloqueado;False;False;False;True;True;True
1643;Nathan Jesus;40672198576;melissacaldeira@yahoo.com.br;AP;27/03/1991;(61) 4284-2161;2024-11-30;286,45;Bloqueado;False;True;True;True;True;True
1644;Ana Beatriz Costa;41807596249;teixeiralavinia@dias.org;PE;17/09/1958;nan;2025-02-23;178,95;Ativo;False;False;False;True;True;True
1645;Olivia Almeida;02397816512;rochajoao@ig.com.br;AC;16/04/1972;(81) 4859-0173;2025-07-13;204,37;Bloqueado;False;True;True;True;True;True
1646;Luiz Felipe Costa;72654801985;luiz@;PE;16/07/1964;(41) 0251-5664;2024-09-21;2614,54;Ativo;False;False;True;True;True;True
1647;Stephany Aragão;09765243847;rafael93@ig.com.br;MT;15/09/1997;[INVÁLIDO] 08000882832;2025-07-19;1699,04;Ativo;False;True;False;True;True;True
1648;Sofia Santos;75194036884;fernanda59@yahoo.com.br;RO;31/11/1985;[INVÁLIDO] 09005528938;2025-04-21;4237,43;Inativo;True;True;False;True;False;True
1649;Milena Sales;94082673113;carvalhoigor@bol.com.br;RR;27/10/1958;(11) 7819-8518;2025-06-20;2989,09;Ativo;False;True;True;True;True;True
1650;Gustavo Moreira;63720149803;diasalana@araujo.com;AL;30/06/1985;nan;2024-09-17;4677,14;Bloqueado;False;False;False;True;True;True
1651;Maria Sophia Ramos;52063874107;portomariane@da.org;SP;10/12/1955;(71) 5827-2826;2024-09-22;3897,03;Ativo;False;False;True;True;True;True
1652;Matheus Jesus;12580637940;lopeslucas-gabriel@bol.com.br;RJ;25/08/1996;(71) 5662-8151;2025-07-29;848,43;Bloqueado;False;True;True;True;True;True
1653;Milena Gomes;73692451016;nataliaviana@yahoo.com.br;DF;20/12/1996;(61) 1180-9469;2025-04-15;1421,37;Bloqueado;False;True;True;True;True;True
1654;Ana Beatriz Barros;12356980415;alanaviana@rezende.com;PR;25/11/1975;(51) 5703-9659;2025-10-03;3511,98;Inativo;False;False;True;True;True;False
1655;Juan Melo;nan;juan@;MG;09/12/1953;(11) 8433-5021;2024-11-02;3846,69;Inativo;False;False;True;False;True;True
1656;Diego Monteiro;62584907356;zcorreia@yahoo.com.br;MT;18/11/1977;(71) 0218-0219;2024-09-25;2137,35;Ativo;False;True;True;True;True;True
1657;Thales Carvalho;80379415232;caldeiracarlos-eduardo@castro.com;ES;24/01/1992;nan;2025-09-17;315,8;Ativo;False;False;False;True;True;False
1658;Caroline Sales;127939;oliveiradavi-lucca@teixeira.br;AL;23/03/1960;(71) 9264-5208;2024-09-13;1395,33;Ativo;False;False;True;False;True;True
1659;Thales Jesus;113766;juliana01@da.org;MS;09/05/2003;(51) 0782-1155;2024-12-10;171,8;Bloqueado;False;False;True;False;True;True
1660;Yasmin Da Rosa;94801362796;esther77@hotmail.com;DF;18/02/1969;nan;2025-05-31;3568,85;Inativo;False;True;False;True;True;True
1661;Levi Souza;nan;peixotojoao-pedro@hotmail.com;CE;16/01/1951;(61) 0852-6522;2025-02-10;4009,11;Ativo;False;True;True;False;True;True
1662;João Pedro Correia;556231;aliceviana@novaes.org;MG;18/05/1955;(31) 7979-8929;2024-08-23;2158,83;Inativo;False;False;True;False;True;True
1663;Vitor Hugo Rezende;07286953168;marianaporto@da.org;MG;20/09/1971;(71) 2486-2537;2025-02-17;799,79;Inativo;False;False;True;True;True;True
1664;Breno Da Rosa;31279856491;luiz-otavio26@hotmail.com;PB;01/05/1976;nan;2024-08-20;708,35;Inativo;False;True;False;True;True;True
1665;Otávio Almeida;nan;rodriguesgabrielly@bol.com.br;ES;11/05/1946;(81) 1273-6638;2025-04-14;144,17;Ativo;False;True;True;False;True;True
1666;Enrico Moraes;nan;novaesfernanda@monteiro.br;PA;20/04/1962;(84) 3635-1584;2025-11-05;3282,41;Bloqueado;True;False;True;False;True;False
1667;Maria Clara Nunes;36574921007;ana-carolinalima@yahoo.com.br;RO;11/02/2005;(31) 3762-6970;2025-06-12;2879,36;Inativo;False;True;True;True;True;True
1668;João Miguel Campos;32185697455;novaesnina@hotmail.com;MG;27/11/1948;(11) 0979-3508;2025-01-30;1502,19;Bloqueado;False;True;True;True;True;True
1669;Amanda Nascimento;58410963701;cardosomanuela@ramos.com;RR;05/08/2007;(61) 8664-7966;2025-04-20;2959,78;Bloqueado;False;False;True;True;True;True
1670;Vitor Hugo Da Rocha;34562179864;novaeseloah@alves.com;SP;19/06/1953;(11) 0351-4946;2025-01-18;2435,08;Ativo;False;False;True;True;True;True
1671;Bruno Rezende;67305849200;diego40@barros.com;RO;03/03/1993;(41) 0782-6167;2024-10-07;2586,63;Bloqueado;False;False;True;True;True;True
1672;Fernando Viana;82596041758;julia67@da.net;AC;31/11/1985;(51) 1280-0879;2024-10-18;842,41;Inativo;False;False;True;True;False;True
1673;Pedro Lucas Almeida;25843019624;gustavocosta@almeida.org;ES;23/08/1965;(41) 2962-9369;2025-03-02;546,34;Inativo;False;False;True;True;True;True
1674;Marcos Vinicius Pinto;67029134516;marcos@;CE;11/01/2000;nan;2024-11-08;4683,83;Ativo;False;False;False;True;True;True
1675;Ana Ramos;13526098433;lsales@silva.com;PR;15/01/1959;(61) 7629-7253;2024-11-04;750,1;Ativo;False;False;True;True;True;True
1676;Nathan Araújo;976903;rodriguesana-carolina@alves.net;PE;27/06/1973;(61) 9783-0957;2024-09-20;4080,29;Ativo;False;False;True;False;True;True
1677;Mirella Jesus;20614385717;correiaana-livia@nunes.com;AM;18/02/1947;(11) 5127-2264;2025-04-19;1793,13;Bloqueado;False;False;True;True;True;True
1678;Ana Julia Dias;68753490193;marcos-vinicius39@yahoo.com.br;SC;12/05/1964;(21) 4575-9455;2024-08-13;147,95;Bloqueado;False;True;True;True;True;True
1679;Pedro Miguel Dias;29134860703;gustavosales@lopes.com;CE;10/12/1998;(31) 7736-3009;2025-03-01;2986,49;Ativo;False;False;True;True;True;True
1680;Letícia Da Conceição;61920753877;nathancastro@da.br;PB;12/02/2006;(71) 9658-0788;2025-08-04;3358,65;Bloqueado;False;False;True;True;True;True
1681;Noah Caldeira;59473102879;davi-lucas49@vieira.org;PI;22/07/1993;(31) 0984-9251;2025-01-08;269,13;Ativo;False;False;True;True;True;True
1682;Julia Porto;64092137516;lais65@gmail.com;GO;11/12/1995;nan;2025-02-03;2481,89;Bloqueado;False;True;False;True;True;True
1683;Sarah Aragão;75941320841;fariasjuliana@cunha.com;MG;05/03/1969;(11) 8353-2657;2024-09-09;552,9;Inativo;False;False;True;True;True;True
1684;Heloísa Novaes;59126843773;moraesclarice@novaes.br;SE;28/02/1959;(81) 3697-4567;2025-03-09;3516,01;Inativo;False;False;True;True;True;True
1685;Maria Luiza Santos;76052891467;yurinogueira@hotmail.com;AC;22/01/1976;(81) 1890-4723;2025-07-18;775,41;Inativo;False;True;True;True;True;True
1686;Lucas Gabriel Peixoto;89563047184;piresjuliana@martins.net;AC;29/06/1974;(11) 8436-9258;2025-08-01;2045,02;Bloqueado;False;False;True;True;True;True
1687;Amanda Cardoso;nan;rafaelada-luz@gmail.com;PB;02/10/1945;(84) 2335-5491;2024-09-24;3489,51;Ativo;True;True;True;False;True;True
1688;Luiz Felipe Correia;18029746369;maria-cecilia50@almeida.com;PA;19/08/1984;(81) 5054-5487;2025-05-05;2887,24;Inativo;False;False;True;True;True;True
1689;Ana Carolina Cardoso;92470568374;ninamoraes@rezende.com;CE;08/03/1947;(61) 5519-2440;2025-03-11;1256,46;Bloqueado;False;False;True;True;True;True
1690;Maria Fernanda Cardoso;64023895105;isabellarocha@yahoo.com.br;MT;07/09/1949;nan;2025-02-11;3604,18;Ativo;False;True;False;True;True;True
1691;Milena Carvalho;366875;gabrielly44@ig.com.br;SP;17/06/1967;(61) 0567-6114;2024-12-22;4551,85;Inativo;False;True;True;False;True;True
1692;Ana Clara Porto;65978204365;lucca61@da.br;MS;19/06/1980;(51) 9208-7261;2025-08-12;982,38;Inativo;False;False;True;True;True;True
1693;Emanuel Moura;43617082904;lopeslara@ig.com.br;BA;13/06/1996;(31) 9519-1796;2025-08-06;345,36;Bloqueado;False;True;True;True;True;True
1694;Stella Porto;47025839647;pdias@da.com;RO;31/12/1993;(51) 9604-9790;2025-03-21;4334,17;Inativo;False;False;True;True;True;True
1695;Fernando Das Neves;69378150420;caua12@gmail.com;ES;29/05/1976;nan;2024-08-16;1645,71;Ativo;False;True;False;True;True;True
1696;João Lucas Nogueira;89154763282;lucas-gabrielteixeira@duarte.br;SE;26/09/1976;(41) 9369-9641;2025-06-04;4876,77;Inativo;False;False;True;True;True;True
1697;Gabriel Ribeiro;95460738229;murilo94@ig.com.br;AP;02/09/1948;(41) 0624-6177;2024-08-27;2949,99;Inativo;False;True;True;True;True;True
1698;Yago Carvalho;nan;vsilveira@cavalcanti.br;SP;29/07/1991;(61) 8689-4522;2025-07-30;3909,61;Inativo;False;False;True;False;True;True
1699;Rebeca Oliveira;35247160835;srta.@;RN;17/01/1990;(61) 5770-7163;2025-07-17;1150,8;Bloqueado;False;False;True;True;True;True
1700;Maria Clara Almeida;85602139451;vieirakevin@da.org;AC;27/05/1963;(11) 9560-8492;2024-12-09;2583,05;Inativo;False;False;True;True;True;True
1701;Kevin Da Cruz;85142790685;kevin@;PB;18/01/1950;(11) 8198-4503;2025-04-02;1507,59;Bloqueado;False;False;True;True;True;True
1702;Lívia Caldeira;nan;caldeiraana-clara@duarte.br;MG;31/03/1990;(51) 0768-0213;2024-11-21;4310,59;Bloqueado;False;False;True;False;True;True
1703;Juan Peixoto;43769125819;yago62@da.net;PR;31/11/1985;(71) 3347-9784;2025-01-14;2129,48;Inativo;False;False;True;True;False;True
1704;Fernando Da Conceição;42891705360;fernando@;ES;07/06/2006;(11) 0460-5533;2024-08-16;977,59;Bloqueado;False;False;True;True;True;True
1705;Gabriel Martins;nan;maria-claragomes@freitas.com;MG;26/10/1990;(11) 2586-2685;2024-12-21;3920,73;Bloqueado;False;False;True;False;True;True
1706;Isadora Aragão;94725360180;araujolavinia@da.br;PB;26/12/1985;(11) 6384-2884;2025-03-03;287,42;Bloqueado;False;False;True;True;True;True
1707;Kaique Rocha;25160784390;nicolascardoso@moraes.org;AM;25/03/1979;(51) 0698-0837;2025-02-25;4822,38;Inativo;False;False;True;True;True;True
1708;Alexandre Oliveira;58149623728;noliveira@yahoo.com.br;PB;23/07/2006;nan;2025-07-22;3551,52;Ativo;False;True;False;True;True;True
1709;Nina Melo;30568217462;da-cunhaagatha@da.br;PI;03/02/1991;(61) 1110-1966;2025-02-07;50,47;Bloqueado;False;False;True;True;True;True
1710;Vitória Oliveira;96573821068;yagocosta@gmail.com;BA;20/04/1979;nan;2025-03-21;880,99;Bloqueado;False;True;False;True;True;True
1711;Eduardo Da Rosa;47958062338;gmartins@hotmail.com;PI;26/12/1977;nan;2025-08-08;3966,79;Ativo;False;True;False;True;True;True
1712;Lívia Cavalcanti;92517034850;isabellynunes@teixeira.com;SC;14/12/1949;(61) 4913-1153;2024-09-18;4424,8;Inativo;False;False;True;True;True;True
1713;Ana Julia Dias;52786104335;kaique82@peixoto.org;ES;20/05/1996;(84) 1915-8898;2024-08-28;3185,08;Inativo;False;False;True;True;True;True
1714;Alexia Da Costa;75238491646;maria-ceciliaporto@yahoo.com.br;SP;06/05/1962;[INVÁLIDO] 08002729135;2024-11-06;1281,02;Inativo;False;True;False;True;True;True
1715;Amanda Santos;51826043780;marinaferreira@barros.com;AM;05/11/2004;(51) 7443-1625;2024-11-29;1000,11;Ativo;False;False;True;True;True;True
1716;Alícia Silveira;98625104711;qmendes@nunes.com;RO;04/05/2003;(41) 8535-5249;2025-03-17;4886,21;Bloqueado;False;False;True;True;True;True
1717;Gustavo Henrique Gonçalves;64175980393;rafaelduarte@yahoo.com.br;PA;12/04/1947;(41) 8804-4739;2025-03-01;3232,42;Bloqueado;False;True;True;True;True;True
1718;Ana Beatriz Duarte;973048;bianca57@ig.com.br;AP;03/09/1975;nan;2025-04-27;3576,8;Bloqueado;False;True;False;False;True;True
1719;Pietro Da Luz;42570631817;catarina62@pinto.com;DF;08/09/1969;(51) 9256-8096;2025-03-27;987,92;Inativo;False;False;True;True;True;True
1720;Lucas Gabriel Campos;89614702303;rezendelavinia@cardoso.com;MA;21/02/2005;(21) 5959-3863;2024-11-04;4241,9;Inativo;False;False;True;True;True;True
1721;Julia Fernandes;06457193820;peixotomiguel@hotmail.com;MS;18/03/1965;(21) 9553-0581;2025-07-06;2381,37;Inativo;False;True;True;True;True;True
1722;Ian Da Paz;nan;vramos@ig.com.br;PR;30/11/1965;(11) 8728-8398;2025-01-06;1810,13;Inativo;False;True;True;False;True;True
1723;João Carvalho;75906421343;eloahcampos@ig.com.br;AC;11/07/1994;(11) 3393-8212;2025-05-11;3528,79;Bloqueado;False;True;True;True;True;True
1724;Joana Fogaça;24863105924;kcaldeira@sales.com;AL;22/06/1981;(61) 1921-9040;2025-07-30;2692,42;Bloqueado;False;False;True;True;True;True
1725;Maria Luiza Porto;54092183704;camposmilena@da.br;AM;19/10/1975;(41) 6164-4503;2024-11-22;3886,53;Bloqueado;False;False;True;True;True;True
1726;Augusto Da Paz;20745968392;emilly66@bol.com.br;MA;29/03/1959;nan;2025-03-07;3411,5;Inativo;False;True;False;True;True;True
1727;Isadora Viana;nan;maria-sophiamoura@da.net;RN;21/12/1973;(21) 1433-7020;2025-07-15;1278,11;Inativo;False;False;True;False;True;True
1728;Gabriel Martins;10758246994;miguelcastro@santos.com;MT;06/07/1946;(31) 9502-5828;2024-09-28;771,72;Ativo;False;False;True;True;True;True
1729;Pedro Miguel Rocha;89253074647;emelo@uol.com.br;PA;16/11/1989;(71) 5997-0962;2025-06-24;2595,06;Bloqueado;False;True;True;True;True;True
1730;Alice Mendes;97531024616;fernanda92@fernandes.org;RN;29/12/1973;nan;2025-04-12;895,13;Ativo;False;False;False;True;True;True
1731;Daniel Das Neves;80576493210;galves@correia.com;RO;31/05/1985;(84) 9191-4180;2024-09-17;3363,94;Bloqueado;False;False;True;True;True;True
1732;Ana Lívia Gomes;35684172008;samuel81@gmail.com;PB;29/10/1990;(41) 0644-9749;2025-04-29;482,84;Ativo;False;True;True;True;True;True
1733;Marina Silveira;40879516348;ypires@uol.com.br;PI;29/01/1946;nan;2025-06-29;255,88;Inativo;False;True;False;True;True;True
1734;Lucas Gabriel Mendes;14296805398;maitelopes@gmail.com;MA;27/07/1991;(50) 0552-6414;2024-09-21;1595,63;Bloqueado;False;True;True;True;True;True
1735;Emilly Costela;nan;anthony84@uol.com.br;BA;31/11/1985;(31) 8730-1851;2025-06-17;928,25;Inativo;False;True;True;False;False;True
1736;Bryan Das Neves;53968201442;moreirarebeca@gmail.com;RN;24/01/2003;(41) 8470-2427;2025-05-08;249,46;Inativo;False;True;True;True;True;True
1737;Marina Dias;63417582946;sabrina60@ig.com.br;TO;08/08/2007;(71) 9622-9910;2025-06-27;450,98;Ativo;False;True;True;True;True;True
1738;Enrico Rezende;79625384065;cavalcantivitor-hugo@uol.com.br;AC;15/10/2003;(61) 4010-4476;2025-03-15;4093,37;Bloqueado;False;True;True;True;True;True
1739;Thales Teixeira;745058;thales@;PB;07/12/1978;(11) 8975-5491;2025-02-01;1485,12;Ativo;False;False;True;False;True;True
1740;Clarice Costa;82395401633;luiz-gustavosantos@da.br;PR;12/07/1952;nan;2025-02-03;2178,58;Bloqueado;False;False;False;True;True;True
1741;Davi Luiz Almeida;69243817078;maria-julia57@farias.com;SP;02/09/1981;(41) 5388-2065;2025-03-01;172,56;Bloqueado;False;False;True;True;True;True
1742;João Miguel Cardoso;41309867593;noahferreira@moraes.com;DF;20/02/1990;(71) 0404-4128;2025-01-27;4717,47;Ativo;False;False;True;True;True;True
1743;Olivia Nogueira;42598630106;teixeiralara@moreira.com;TO;01/04/1978;(41) 1729-9943;2024-08-21;1913,1;Inativo;False;False;True;True;True;True
1744;Olivia Almeida;699407;fogacathiago@da.org;PB;17/04/1974;(61) 4255-2425;2025-03-29;1585,49;Ativo;False;False;True;False;True;True
1745;Luna Mendes;93847026178;ifernandes@rodrigues.com;AL;06/08/1952;(71) 6187-8892;2025-01-14;500,93;Bloqueado;False;False;True;True;True;True
1746;Isabelly Novaes;70263945170;da-luzraquel@pereira.com;MS;29/07/1945;nan;2024-08-10;830,34;Bloqueado;False;False;False;True;True;True
1747;Samuel Pires;19526870395;pporto@yahoo.com.br;PA;04/03/1989;(21) 8164-6093;2025-01-16;3662,43;Inativo;False;True;True;True;True;True
1748;Enrico Duarte;72941635882;viniciusfreitas@farias.br;RO;11/11/1959;nan;2025-05-09;2538,87;Ativo;False;False;False;True;True;True
1749;Rafaela Sales;73420681950;mendesvalentina@uol.com.br;SE;12/04/2004;nan;2025-03-05;335,58;Inativo;False;True;False;True;True;True
1750;Carolina Da Cruz;35086179203;nathanda-mota@hotmail.com;SP;07/09/1992;(21) 3615-4659;2025-01-30;4325,29;Ativo;False;True;True;True;True;True
1751;Gabriel Rezende;83069274510;wda-cruz@uol.com.br;PR;08/05/1961;nan;2024-11-16;3266,71;Bloqueado;False;True;False;True;True;True
1752;Davi Luiz Araújo;68497530101;rnascimento@souza.br;PB;09/07/1954;(51) 7944-5935;2024-10-12;4622,5;Inativo;False;False;True;True;True;True
1753;Augusto Da Rocha;nan;bernardofogaca@novaes.com;RN;30/05/1999;(71) 8482-9414;2024-10-25;598,52;Inativo;False;False;True;False;True;True
1754;Eloah Barros;50892614315;ana-laurapeixoto@da.org;PR;12/09/1968;nan;2025-06-12;422,74;Ativo;False;False;False;True;True;True
1755;Anthony Da Costa;96381250712;xcastro@ig.com.br;RO;07/08/1990;(61) 9826-0415;2025-08-25;372,98;Inativo;False;True;True;True;True;True
1756;Cauã Aragão;607371;cardosobarbara@ig.com.br;RN;03/02/1947;nan;2024-11-07;3930,33;Bloqueado;False;True;False;False;True;True
1757;Kamilly Jesus;18362975059;mirella80@azevedo.org;MG;27/03/1974;(71) 4938-8319;2025-03-30;1082,43;Inativo;False;False;True;True;True;True
1758;Francisco Teixeira;81654023906;qsouza@lima.net;SP;19/03/1959;nan;2025-07-31;3610,33;Ativo;False;False;False;True;True;True
1759;Davi Lucas Duarte;38910527668;amelo@ferreira.br;PE;14/02/1974;(31) 5164-6314;2025-08-26;1674,8;Ativo;False;False;True;True;True;True
1760;João Pedro Santos;24183096731;jmoura@correia.net;MT;27/12/1976;(84) 7166-2581;2025-06-22;3922,68;Bloqueado;False;False;True;True;True;True
1761;Rodrigo Melo;40987536184;joaquim23@uol.com.br;AC;11/09/1987;(61) 6450-0957;2025-07-12;4312,98;Bloqueado;False;True;True;True;True;True
1762;Erick Teixeira;94536017216;ana-laurasilva@ig.com.br;SP;21/06/2004;(50) 0863-5855;2025-03-24;2718,87;Ativo;False;True;True;True;True;True
1763;Olivia Carvalho;93420187505;luna79@silveira.com;MA;14/11/1967;(21) 2018-7887;2024-08-15;2041,34;Ativo;False;False;True;True;True;True
1764;Camila Silveira;41390587657;vcardoso@yahoo.com.br;SC;25/02/1955;(31) 2717-5822;2025-01-16;1691,11;Ativo;False;True;True;True;True;True
1765;Juliana Caldeira;72460391803;campossophia@viana.com;ES;09/02/1979;(84) 7477-2676;2025-03-12;3832,99;Ativo;False;False;True;True;True;True
1766;Alice Barbosa;07341856939;alice@;BA;26/12/1985;(41) 1582-6183;2025-03-23;4983,97;Inativo;False;False;True;True;True;True
1767;Francisco Costela;86517349219;nazevedo@mendes.com;PE;18/07/2006;(71) 3136-5575;2024-08-28;3416,25;Ativo;False;False;True;True;True;True
1768;Lucas Gabriel Silva;28065934170;sarahpinto@hotmail.com;PR;24/06/1991;(84) 1048-3618;2024-10-25;1354,89;Ativo;False;True;True;True;True;True
1769;Maria Fernanda Cavalcanti;90418735204;gustavo-henriquecavalcanti@duarte.org;SC;29/01/1971;(81) 3947-6610;2024-09-28;1799,58;Ativo;False;False;True;True;True;True
1770;Raul Da Cunha;15796082485;otaviomoura@nunes.com;AL;11/03/1960;(31) 9243-1944;2025-02-03;4653,9;Inativo;False;False;True;True;True;True
1771;Gustavo Fogaça;47169208369;cunhacaua@sales.br;AL;29/04/1980;nan;2025-06-14;4780,19;Inativo;False;False;False;True;True;True
1772;Alice Mendes;72601483903;cnovaes@bol.com.br;AL;26/01/1996;(51) 3947-5730;2025-06-17;3376,88;Bloqueado;False;True;True;True;True;True
1773;Alice Campos;30592814750;calebemartins@barbosa.net;RJ;30/04/1970;(11) 3195-4996;2025-08-08;4849,78;Bloqueado;False;False;True;True;True;True
1774;Luiz Henrique Novaes;69074581366;luiz@;AL;09/09/1977;[INVÁLIDO] 08004879962;2024-10-26;2542,28;Bloqueado;False;False;False;True;True;True
1775;Stephany Rezende;23851674928;azevedobeatriz@hotmail.com;MS;21/09/1997;(71) 6093-8581;2025-03-05;4404,89;Bloqueado;False;True;True;True;True;True
1776;Paulo Caldeira;50982317603;carolinesantos@moraes.net;SC;19/05/2001;(71) 9884-5767;2025-08-08;1819,5;Ativo;False;False;True;True;True;True
1777;Felipe Azevedo;35196802460;kevinporto@hotmail.com;PA;31/11/1985;(31) 7478-2045;2025-06-14;4545,99;Bloqueado;False;True;True;True;False;True
1778;Mariane Da Rosa;61472509307;franciscoda-cunha@bol.com.br;CE;25/12/1966;(51) 1620-7813;2025-03-04;1349,94;Bloqueado;False;True;True;True;True;True
1779;Fernanda Sales;97316058277;augusto17@uol.com.br;PB;26/05/1999;(61) 4656-1573;2024-12-14;4312,2;Ativo;False;True;True;True;True;True
1780;Otávio Das Neves;89521304723;pcunha@bol.com.br;PB;17/09/1954;(71) 7067-4786;2025-02-07;4145,64;Ativo;False;True;True;True;True;True
1781;Ana Julia Ribeiro;34682075144;joaquim37@hotmail.com;DF;18/04/1972;(71) 4324-9084;2025-01-23;2918,92;Bloqueado;False;True;True;True;True;True
1782;Cecília Da Costa;56239718068;carvalhomaria-fernanda@yahoo.com.br;RS;09/11/1991;(81) 7407-2091;2025-01-15;3691,4;Ativo;False;True;True;True;True;True
1783;Lucca Vieira;10278935460;yasmin40@yahoo.com.br;MG;29/11/1958;(71) 6854-1577;2024-10-30;2787,81;Inativo;True;True;True;True;True;True
1784;João Gabriel Mendes;04731298504;rezendecaio@da.com;PI;14/08/1961;(71) 5653-8084;2025-03-14;4639,04;Inativo;False;False;True;True;True;True
1785;Thomas Araújo;62370895195;alexandre67@hotmail.com;MT;24/03/1972;(50) 0686-5804;2025-05-07;2724,29;Inativo;False;True;True;True;True;True
1786;Isabelly Souza;03419765800;sophiealves@barbosa.br;AP;24/09/1958;(31) 0595-3126;2025-10-22;4767,19;Ativo;False;False;True;True;True;False
1787;Lucas Lima;39857160212;lucas@;RO;11/04/1952;(81) 6448-1045;2025-06-21;1294,06;Inativo;False;False;True;True;True;True
1788;Ana Beatriz Das Neves;87305426938;bdias@alves.br;AL;22/07/1964;(84) 2378-1598;2024-12-30;3764,63;Ativo;False;False;True;True;True;True
1789;Alexandre Castro;10793845297;ana-julia28@uol.com.br;MG;30/12/1984;(84) 1221-7733;2025-03-06;4553,72;Ativo;False;True;True;True;True;True
1790;João Gabriel Melo;15283067912;lcarvalho@duarte.br;SP;28/12/1965;(61) 8523-5271;2025-02-12;1072,95;Inativo;False;False;True;True;True;True
1791;Alexandre Dias;57498021323;luiz-miguel77@rezende.com;SE;22/12/1956;(71) 4653-5251;2024-12-13;3459,84;Inativo;False;False;True;True;True;True
1792;Guilherme Barros;nan;gustavo-henrique67@martins.com;MT;26/12/1958;[INVÁLIDO] 08009893379;2025-06-17;4045,31;Bloqueado;False;False;False;False;True;True
1793;Elisa Teixeira;nan;caioporto@uol.com.br;RS;23/02/2002;(31) 3159-6550;2024-12-23;878,44;Bloqueado;False;True;True;False;True;True
1794;Benjamin Barbosa;37026591452;cferreira@bol.com.br;SE;18/04/1989;(21) 7984-8741;2024-10-12;829,32;Ativo;False;True;True;True;True;True
1795;Davi Luiz Pereira;96103524806;santosisabelly@bol.com.br;AM;16/07/1993;nan;2025-08-07;314,61;Ativo;False;True;False;True;True;True
1796;Marcelo Nogueira;93246781591;pda-mata@gmail.com;AC;26/11/1954;(41) 5794-6707;2025-02-12;2118,87;Inativo;False;True;True;True;True;True
